001##T0001   22,長阿含經                                 ,【後秦 佛陀耶舍共竺佛念譯】
12b##T0374   40,大般涅槃經                               ,【北涼 曇無讖譯】
12b##T0375   36,大般涅槃經                               ,【宋 慧嚴等依泥洹經加之】
12b##T0376    6,佛說大般泥洹經                           ,【東晉 法顯譯】
12b##T0377    2,大般涅槃經後分                           ,【唐 若那跋陀羅譯】
12b##T0378    2,佛說方等般泥洹經                         ,【西晉 竺法護譯】
12b##T0379    3,四童子三昧經                             ,【隋 闍那崛多譯】
12b##T0380    5,大悲經                                   ,【高齊 那連提耶舍譯】
12b##T0381    3,等集眾德三昧經                           ,【西晉 竺法護譯】
12b##T0382    3,集一切福德三昧經                         ,【姚秦 鳩摩羅什譯】
12b##T0383    2,摩訶摩耶經                               ,【蕭齊 曇景譯】
12b##T0384    7,菩薩從兜術天降神母胎說廣普經             ,【姚秦 竺佛念譯】
12b##T0385    2,中陰經                                   ,【姚秦 竺佛念譯】
12b##T0386    2,蓮華面經                                 ,【隋 那連提耶舍譯】
12b##T0387    6,大方等無想經                             ,【北涼 曇無讖譯】
12b##T0388    1,大雲無想經卷第九                         ,【姚秦 竺佛念譯】
12b##T0389    1,佛垂般涅槃略說教誡經                     ,【姚秦 鳩摩羅什譯】
12b##T0390    1,佛臨涅槃記法住經                         ,【唐 玄奘譯】
12b##T0391    1,般泥洹後灌臘經                           ,【西晉 竺法護譯】
12b##T0392    1,佛滅度後棺斂葬送經                       ,【失譯】
12b##T0393    1,迦葉赴佛般涅槃經                         ,【東晉 竺曇無蘭譯】
12b##T0394    1,佛入涅槃密跡金剛力士哀戀經               ,【失譯】
12b##T0395    1,佛說當來變經                             ,【西晉 竺法護譯】
12b##T0396    1,佛說法滅盡經                             ,【失譯】
013##T0397   60,大方等大集經                             ,【北涼 曇無讖譯】
013##T0398    8,大哀經                                   ,【西晉 竺法護譯】
013##T0399    4,寶女所問經                               ,【西晉 竺法護譯】
013##T0400   18,佛說海意菩薩所問淨印法門經               ,【宋 惟淨等譯】
013##T0401    2,佛說無言童子經                           ,【西晉 竺法護譯】
013##T0402   10,寶星陀羅尼經                             ,【唐 波羅頗蜜多羅譯】
013##T0403    7,阿差末菩薩經                             ,【西晉 竺法護譯】
013##T0404    8,大集大虛空藏菩薩所問經                   ,【唐 不空譯】
013##T0405    1,虛空藏菩薩經                             ,【姚秦 佛陀耶舍譯】
013##T0406    1,虛空藏菩薩神咒經                         ,【失譯】
013##T0407    1,虛空藏菩薩神咒經                         ,【宋 曇摩蜜多譯】
013##T0408    2,虛空孕菩薩經                             ,【隋 闍那崛多譯】
013##T0409    1,觀虛空藏菩薩經                           ,【劉宋 曇摩蜜多譯】
013##T0410    8,大方廣十輪經                             ,【失譯】
013##T0411   10,大乘大集地藏十輪經                       ,【唐 玄奘譯】
013##T0412    2,地藏菩薩本願經                           ,【唐 實叉難陀譯】
013##T0413    1,百千頌大集經地藏菩薩請問法身讚           ,【唐 不空譯】
013##T0414    5,菩薩念佛三昧經                           ,【劉宋 功德直譯】
013##T0415   10,大方等大集經菩薩念佛三昧分               ,【隋 達磨笈多譯】
013##T0416    5,大方等大集經賢護分                       ,【隋 闍那崛多譯】
013##T0417    1,般舟三昧經                               ,【後漢 支婁迦讖譯】
013##T0418    3,般舟三昧經                               ,【後漢 支婁迦讖譯】
013##T0419    1,拔陂菩薩經                               ,【失譯】
013##T0420    2,自在王菩薩經                             ,【姚秦 鳩摩羅什譯】
013##T0421    2,奮迅王問經                               ,【元魏 瞿曇般若流支譯】
013##T0422    2,大集譬喻王經                             ,【隋 闍那崛多譯】
013##T0423    4,僧伽吒經                                 ,【元魏 月婆首那譯】
013##T0424    5,大集會正法經                             ,【宋 施護譯】
014##T0425    8,賢劫經                                   ,【西晉 竺法護譯】
014##T0426    1,佛說千佛因緣經                           ,【後秦 鳩摩羅什譯】
014##T0427    1,佛說八吉祥神咒經                         ,【吳 支謙譯】
014##T0428    1,佛說八陽神咒經                           ,【西晉 竺法護譯】
014##T0429    1,佛說八部佛名經                           ,【元魏 瞿曇般若流支譯】
014##T0430    1,八吉祥經                                 ,【梁 僧伽婆羅譯】
014##T0431    1,八佛名號經                               ,【隋 闍那崛多譯】
014##T0432    1,佛說十吉祥經                             ,【失譯】
014##T0433    1,佛說寶網經                               ,【西晉 竺法護譯】
014##T0434    3,佛說稱揚諸佛功德經                       ,【元魏 吉迦夜譯】
014##T0435    1,佛說滅十方冥經                           ,【西晉 竺法護譯】
014##T0436    1,受持七佛名號所生功德經                   ,【唐 玄奘譯】
014##T0437    1,大乘寶月童子問法經                       ,【宋 施護譯】
014##T0438    2,佛說大乘大方廣佛冠經                     ,【宋 法護等譯】
014##T0439    1,佛說諸佛經                               ,【宋 施護譯】
014##T0440   12,佛說佛名經                               ,【元魏 菩提流支譯】
014##T0441   30,佛說佛名經                               ,【】
014##T0442    1,十方千五百佛名經                         ,【失譯】
014##T0443    8,五千五百佛名神咒除障滅罪經               ,【隋 闍那崛多譯】
014##T0444    1,佛說百佛名經                             ,【隋 那連提耶舍譯】
014##T0445    2,佛說不思議功德諸佛所護念經               ,【失譯】
014##T0446a   1,過去莊嚴劫千佛名經                       ,【闕譯】
014##T0446b   1,過去莊嚴劫千佛名經                       ,【失譯】
014##T0447a   1,現在賢劫千佛名經                         ,【闕譯】
014##T0447b   1,現在賢劫千佛名經                         ,【闕譯】
014##T0448a   1,未來星宿劫千佛名經                       ,【闕譯】
014##T0448b   1,未來星宿劫千佛名經                       ,【失譯】
014##T0449    1,佛說藥師如來本願經                       ,【隋 達摩笈多譯】
014##T0450    1,藥師琉璃光如來本願功德經                 ,【唐 玄奘譯】
014##T0451    2,藥師琉璃光七佛本願功德經                 ,【唐 義淨譯】
014##T0452    1,佛說觀彌勒菩薩上生兜率天經               ,【宋 沮渠京聲譯】
014##T0453    1,佛說彌勒下生經                           ,【西晉 竺法護譯】
014##T0454    1,佛說彌勒下生成佛經                       ,【後秦 鳩摩羅什譯】
014##T0455    1,佛說彌勒下生成佛經                       ,【唐 義淨譯】
014##T0456    1,佛說彌勒大成佛經                         ,【姚秦 鳩摩羅什譯】
014##T0457    1,佛說彌勒來時經                           ,【失譯】
014##T0458    1,文殊師利問菩薩署經                       ,【後漢 支婁迦讖譯】
014##T0459    1,佛說文殊悔過經                           ,【西晉 竺法護譯】
014##T0460    1,佛說文殊師利淨律經                       ,【西晉 竺法護譯】
014##T0461    2,佛說文殊師利現寶藏經                     ,【西晉 竺法護譯】
014##T0462    3,大方廣寶篋經                             ,【劉宋 求那跋陀羅譯】
014##T0463    1,佛說文殊師利般涅槃經                     ,【西晉 聶道真譯】
014##T0464    1,文殊師利問菩提經                         ,【姚秦 鳩摩羅什譯】
014##T0465    1,伽耶山頂經                               ,【元魏 菩提流支譯】
014##T0466    1,佛說象頭精舍經                           ,【隋 毘尼多流支譯】
014##T0467    1,大乘伽耶山頂經                           ,【唐 菩提流志譯】
014##T0468    2,文殊師利問經                             ,【梁 僧伽婆羅譯】
014##T0469    1,文殊問經字母品第十四                     ,【唐 不空譯】
014##T0470    1,佛說文殊師利巡行經                       ,【元魏 菩提流支譯】
014##T0471    1,佛說文殊師利行經                         ,【隋 豆那掘多譯】
014##T0472    1,佛說大乘善見變化文殊師利問法經           ,【宋 天息災譯】
014##T0473    1,佛說妙吉祥菩薩所問大乘法螺經             ,【宋 法賢譯】
014##T0474    2,佛說維摩詰經                             ,【吳 支謙譯】
014##T0475    3,維摩詰所說經                             ,【姚秦 鳩摩羅什譯】
014##T0476    6,說無垢稱經                               ,【唐 玄奘譯】
014##T0477    1,佛說大方等頂王經                         ,【西晉 竺法護譯】
014##T0478    1,大乘頂王經                               ,【梁 月婆首那譯】
014##T0479    2,善思童子經                               ,【隋 闍那崛多譯】
